nofinesset;nofinessej;rs;rslongue;complrs;numvoie;compvoie;typvoie;voie;lieuditbp;departement;libdepartement;cp;commune;telephone;telecopie;dateouv;dateautor;datemaj;wgs84;lat;lng
750021883;750021875;PHARM VALET;;;71;;BOULEVARD;DE PICPUS;;75;PARIS;75012;PARIS;143436620;143473116;1992-05-27;1942-12-10;2009-02-10;48.8468636, 2.3993258;48.8468636;2.3993258
750021867;750021842;PHARMACIE DRAI SOUFFIR;;;10;;BOULEVARD;DE PICPUS;;75;PARIS;75012;PARIS;143439768;143433320;1983-09-23;1942-11-12;2009-07-09;48.8398698, 2.4006627;48.8398698;2.4006627
750021735;750021727;PHARMACIE DUFOUR;;;25;;RUE;MARSOULAN;;75;PARIS;75012;PARIS;143437373;143417429;1985-09-26;1945-03-20;2009-02-10;48.8468244, 2.4032343;48.8468244;2.4032343
750022170;750022162;PHARMACIE DE LA PORTE DE VINCENNES;;;86;;BOULEVARD;SOULT;;75;PARIS;75012;PARIS;143431368;143462141;2009-07-01;1943-05-21;2009-10-15;48.84646744, 2.41114497;48.84646744;2.41114497
750022501;750022493;PHARMACIE LAVAUX;;;30;;RUE;BOBILLOT;;75;PARIS;75013;PARIS;145653341;145801701;2003-05-02;1943-11-02;2009-07-10;48.8286538, 2.3530172;48.8286538;2.3530172
750023434;750023426;PHARM DE LA PLACE D ITALIE;;;1;;AVENUE;DE LA SOEUR ROSALIE;8 PLACE D ITALIE;75;PARIS;75013;PARIS;143312314;145878933;1986-01-14;1973-10-18;2009-07-10;48.83176142, 2.35430574;48.83176142;2.3543057399999996
750022972;750022964;PHARMACIE CAUET;;;5;B;AVENUE;D ITALIE;;75;PARIS;75013;PARIS;145828660;145828660;2008-01-14;1984-04-02;2009-07-10;48.83047611, 2.35594779;48.83047611;2.3559477899999997
750023137;750023111;PHARMACIE HAMMER;;;103;;AVENUE;D ITALIE;;75;PARIS;75013;PARIS;145821907;;1991-10-18;1957-10-25;2010-08-25;48.82290691, 2.35829741;48.82290691000001;2.35829741
750023103;750023095;PHARM MAISON BLANCHE;;;160;;AVENUE;D ITALIE;;75;PARIS;75013;PARIS;145883765;145653961;2005-06-01;1943-11-04;2009-06-19;48.82176965, 2.35862687;48.82176965;2.3586268699999997
750023152;750023145;PHARMACIE LY KY;;;117;;AVENUE;D IVRY;;75;PARIS;75013;PARIS;145708702;145860701;1983-11-23;1943-11-02;2009-07-10;48.82583052, 2.36065239;48.82583052;2.3606523899999994
750022584;750022576;SARL ADVANCE INVEST;;PHARMACIE COHEN;199;;RUE;DU CHEVALERET;81 BD VINCENT AURIOL;75;PARIS;75013;PARIS;145848618;145838560;2012-12-10;1943-11-02;2013-01-17;48.83450747, 2.36737937;48.83450747;2.36737937
750024952;750024945;SELARL PHARMACIE DE LA PAIX;;;156;;RUE;RAYMOND LOSSERAND;HALL A;75;PARIS;75014;PARIS;145436522;153901909;2012-06-01;1942-10-30;2012-07-16;48.8314253, 2.3133237;48.8314253;2.3133237
750023756;750023731;SELARL LAV;;PHARMACIE ALESIA PLAISANCE;172;;RUE;D ALESIA;;75;PARIS;75014;PARIS;145431924;145432923;2010-07-01;1945-07-10;2011-07-21;48.83190572, 2.31381029;48.83190572;2.31381029
750024135;750024127;SELARL ROCHELLE SCELLIER SELARL;;;39;;RUE;DIDOT;;75;PARIS;75014;PARIS;145433604;140444914;2012-01-06;1942-10-30;2012-04-04;48.8320925, 2.3204067;48.8320925;2.3204067
750032906;750032880;PHARM  DE LA BUTTE MONTMARTRE;;;30;;RUE;LEPIC;;75;PARIS;75018;PARIS;146068298;146068298;1999-09-29;1943-01-05;2009-07-15;48.8861887, 2.3342353;48.8861887;2.3342353
750033417;750033391;PHARMACIE GONDARD CASABIANCA;;;117;T;RUE;ORDENER;;75;PARIS;75018;PARIS;146062354;142556193;2004-07-01;1943-04-29;2010-08-25;48.8939071, 2.3343602;48.8939071;2.3343602
750033466;750033441;PHARMACIE ORDENER;;;143;B;RUE;ORDENER;;75;PARIS;75018;PARIS;146060776;146062901;2009-10-12;1942-12-31;2009-11-09;48.8939071, 2.3343602;48.8939071;2.3343602
750031916;750031890;PHARM CAYLA;;;34;;RUE;DES ABBESSES;;75;PARIS;75018;PARIS;146066910;146063035;1995-07-28;1942-12-23;2010-08-25;48.8851772, 2.336914;48.8851772;2.336914
750032955;750032930;GRANDE PHARMACIE MARCADET;;;141;;RUE;MARCADET;;75;PARIS;75018;PARIS;146065820;146065367;2009-10-01;1942-12-23;2009-11-09;48.891377, 2.3378183;48.891377;2.3378183
750033722;750033714;PHARM ZEDERMAN;;;40;;RUE;DU POTEAU;;75;PARIS;75018;PARIS;146065010;142628949;1998-08-25;1943-04-29;2009-07-15;48.8942506, 2.3414298;48.8942506;2.3414298
750033607;750033581;MLLE CELIA COHEN;;PHARMACIE COHEN;23;;RUE;D ORSEL;10 RUE SEVESTE;75;PARIS;75018;PARIS;146063761;146063349;2011-02-20;1943-01-05;2011-07-28;48.8839522, 2.34466597;48.8839522;2.34466597
750032732;750032724;PHARMACIE JULES JOFFRIN;;;30;;RUE;HERMEL;;75;PARIS;75018;PARIS;146064918;146064149;1999-01-15;1943-12-31;2009-02-11;48.892578, 2.3451771;48.892578;2.3451771
750033516;750033490;PHARMACIE DU SIMPLON;;;44;;BOULEVARD;ORNANO;;75;PARIS;75018;PARIS;146060820;146060820;1996-05-30;1942-12-30;2009-07-15;48.8964073, 2.3456278;48.8964073;2.3456278
750033557;750033540;SELARL PHARMACIE DU MARCHE;;PHARMACIE DU MARCHE;54;;BOULEVARD;ORNANO;;75;PARIS;75018;PARIS;146063173;146060800;2011-08-01;1942-12-31;2011-10-24;48.8964073, 2.3456278;48.8964073;2.3456278
750032385;750032377;SELARL PHARMACIE DES GALERIES DUFAYEL;;PHARMACIE DES GALERIES DUFAYEL;29;;RUE;DE CLIGNANCOURT;;75;PARIS;75018;PARIS;146062721;142545530;2012-12-01;1943-12-31;2013-01-17;48.8856285, 2.347294;48.8856285;2.347294
750034050;750034043;PHARM SOUSSAN ET AIZENMAN;;;18;;RUE;SIMART;;75;PARIS;75018;PARIS;142540768;142541224;1988-10-28;1942-12-31;2009-11-09;48.8897591, 2.3493613;48.8897591;2.3493613
750034084;750034076;PHARMACIE DU SQUARE CLIGNANCOURT;;;43;;RUE;SIMART;18 RUE FLOCON;75;PARIS;75018;PARIS;146063866;142588350;2013-05-01;1942-12-30;2013-05-28;48.8897591, 2.3493613;48.8897591;2.3493613
750032005;750031981;PHARMACIE ESPACE CONSEIL;;;64;;BOULEVARD;BARBES;;75;PARIS;75018;PARIS;146060261;142510163;2007-04-16;1943-06-01;2008-12-29;48.8884767, 2.349789;48.8884767;2.349789
750031973;750031965;SELAS PHARMACIE CHATEAU ROUGE;;PHARMACIE CHATEAU ROUGE;48;;BOULEVARD;BARBES;;75;PARIS;75018;PARIS;146066396;146063832;2010-10-18;1942-12-31;2011-07-21;48.8873962, 2.3499568;48.8873962;2.3499568
750033086;750033060;PHARM DUPRE;;;39;;RUE;MARX DORMOY;;75;PARIS;75018;PARIS;146076783;146076787;1989-02-02;1942-12-30;2009-02-03;48.8889521, 2.359872;48.8889521;2.359872
750033870;750033862;PHARMA GREEN;;;67;;RUE;RIQUET;;75;PARIS;75018;PARIS;146077889;146074610;2011-12-01;1943-12-31;2013-03-05;48.8898805, 2.3627422;48.8898805;2.3627422
750034787;750034761;PHARMACIE PARIENTE;;;52;;AVENUE;JEAN JAURES;;75;PARIS;75019;PARIS;142399377;142410634;2008-07-01;1942-12-30;2009-06-15;48.8842247, 2.3760131;48.8842247;2.3760131
750034837;750034811;SELAS PHARMACIE DES BUTTES CHAUMONT;;PHARMACIE DES BUTTES CHAUMONT;94;;AVENUE;JEAN JAURES;;75;PARIS;75019;PARIS;140400724;;2010-10-11;1942-12-30;2011-07-21;48.8842247, 2.3760131;48.8842247;2.3760131
750034951;750034944;PHARMACIE LES ORGUES;;;7;;RUE;MATHIS;;75;PARIS;75019;PARIS;140344772;140352422;1978-05-10;1973-01-03;2009-01-06;48.8906229, 2.3763086;48.8906229;2.3763086
750035255;750035230;PHARMACIE DU PARC;;;43;B;AVENUE;SIMON BOLIVAR;;75;PARIS;75019;PARIS;142084103;142389172;2008-06-01;1943-04-28;2008-09-25;48.8760036, 2.3808312;48.8760036;2.3808312
750035222;750035214;PHARMACIE CONSEIL BOLIVAR;;;38;;AVENUE;SIMON BOLIVAR;;75;PARIS;75019;PARIS;142086077;142031106;2009-12-01;1942-12-30;2010-01-19;48.875406, 2.3822821;48.875406;2.3822821
750035305;750035297;PHARMACIE DE L AQUARIUS;;;14;;RUE;DE THIONVILLE;;75;PARIS;75019;PARIS;142022009;142023811;2004-10-21;1977-07-06;2009-07-15;48.8900199, 2.3850906;48.8900199;2.3850906
750034423;750034415;SELARL PHARMACIE  NOMBER;;PHARMACIE NOMBER;137;;RUE;DE BELLEVILLE;;75;PARIS;75019;PARIS;142087006;142080360;2010-07-19;1942-11-08;2011-07-21;48.8749902, 2.3888644;48.8749902;2.3888644
750034456;750034431;PHARMACIE PARGAMIN;;PHARMACIE DU VILLAGE;145;;RUE;DE BELLEVILLE;;75;PARIS;75019;PARIS;142061412;142062736;2013-04-15;1942-12-03;2013-05-24;48.8754556, 2.3900866;48.8754556;2.3900866
750034670;750034662;PHARMACIE BIYONG;;;29;;RUE;DU GENERAL BRUNET;;75;PARIS;75019;PARIS;142089972;142089972;2004-01-01;1942-11-11;2009-05-11;48.8812554, 2.39174;48.8812554;2.39174
750034282;750034274;PHARMACIE SAINT GERVAIS;;;1;;RUE;ALPHONSE AULARD;;75;PARIS;75019;PARIS;142086195;142082484;2009-11-01;1942-11-11;2009-11-18;48.8803175, 2.3987766;48.8803175;2.3987766
750036204;750036196;PHARMACIE HOMEOPATHIQUE DU XXÈME;;;144;;BOULEVARD;DE MENILMONTANT;;75;PARIS;75020;PARIS;147973348;143665004;2006-03-01;1942-12-07;2009-01-09;48.8632649, 2.3858206;48.8632649;2.3858206
750036121;750036113;PHARM DE LA MARE;;;71;;RUE;DE LA MARE;;75;PARIS;75020;PARIS;146368806;146360826;2005-09-01;1943-01-05;2006-05-30;48.8696722, 2.3888007;48.8696722;2.3888007
750036303;750036295;PHARMACIE ATTUIL;;;85;;RUE;DE MENILMONTANT;;75;PARIS;75020;PARIS;146366051;146368193;1998-11-30;1942-12-07;2013-05-24;48.8692072, 2.3919063;48.8692072;2.3919063
750036022;750036014;PHARM JAPKOWICZ;;;121;;AVENUE;GAMBETTA;;75;PARIS;75020;PARIS;140316280;;1981-01-05;1942-12-07;2010-08-25;48.8679418, 2.4009574;48.8679418;2.4009574
750035784;750035776;PHARMACIE LA BELLEVILLOISE;;;100;;RUE;DE BELLEVILLE;;75;PARIS;75020;PARIS;146367869;146364373;2013-04-15;1945-02-22;2013-05-24;48.8759718, 2.4024224;48.8759718;2.4024224
750036436;750036410;PHARM GOLDSTEIN;;;25;;RUE;PELLEPORT;;75;PARIS;75020;PARIS;140317567;;1987-12-31;1943-05-15;2009-07-16;48.8632047, 2.4042021;48.8632047;2.4042021
750036535;750036527;SELAS PHARMACIE MARAICHERS;;PHARMACIE MARAICHERS;66;;RUE;DES PYRENEES;;75;PARIS;75020;PARIS;143707754;143707610;2011-06-15;1942-12-05;2011-07-25;48.8514871, 2.4062808;48.8514871;2.4062808
750035834;750035826;PHARMACIE DU SQUARE GROUSSIN ROUILLER;;;7;;SQUARE;DES CARDEURS;;75;PARIS;75020;PARIS;143482979;143485254;2001-05-29;1943-05-27;2009-01-09;48.8581863, 2.4068634;48.8581863;2.4068634
750035933;750035925;SARL PHARMACIE NADJAR;;;96;;BOULEVARD;DAVOUT;;75;PARIS;75020;PARIS;143710743;143711656;2012-10-08;1942-12-07;2012-10-19;48.8640546, 2.4086132;48.8640546;2.4086132
750008765;750008757;PHARMACIE GAIDOZ;;;12;;RUE;DU CHEVALIER DE ST GEORGE;;75;PARIS;75001;PARIS;142608614;;1994-07-29;1942-12-04;2010-08-25;48.8685958, 2.3251268;48.8685958;2.3251268
750008476;750008450;PHARMACIE SWANN;;;6;;RUE;DE CASTIGLIONE;;75;PARIS;75001;PARIS;142607296;142604412;1998-09-29;1943-07-05;2007-12-03;48.8656743, 2.3278234;48.8656743;2.3278234
750008781;750008773;PHARMACIE DU SAMARITAIN;;;5;;RUE;DU ROULE;;75;PARIS;75001;PARIS;142368073;142364799;1992-10-23;1943-05-05;2010-08-25;48.86031865, 2.34353114;48.86031865;2.34353114
750009276;750009250;PHARMACIE INTERNATIONALE CENTRALE;;;143;;RUE;SAINT DENIS;;75;PARIS;75002;PARIS;145085108;;1993-06-29;1942-11-10;2009-02-27;48.8626681, 2.3495752;48.8626681;2.3495752
750046500;750009573;PHARMACIE MIMOUN;;;54;;RUE;BEAUBOURG;;75;PARIS;75003;PARIS;142722444;142722444;2009-10-15;2009-06-16;2010-08-25;48.8605948, 2.3516451;48.8605948;2.3516451
750009797;750009771;SELARL PHARMACIE BUENAVIDA;;PHARMACIE BUENAVIDA;100;;BOULEVARD;DE SEBASTOPOL;;75;PARIS;75003;PARIS;142721216;142721216;2010-09-01;1943-06-22;2011-07-21;48.8677156, 2.353576;48.8677156;2.353576
750009730;750009722;PHARMACIE DE LA CROIX DE MALTE;;;53;;BOULEVARD;SAINT MARTIN;;75;PARIS;75003;PARIS;142722903;142722227;2007-03-01;1943-07-06;2010-08-25;48.8687697, 2.3559885;48.8687697;2.3559885
750009490;750009482;PHARMACIE BEAUMARCHAIS;;;91;;BOULEVARD;BEAUMARCHAIS;;75;PARIS;75003;PARIS;142786299;142788538;1997-06-12;1943-05-21;2009-02-27;48.8593755, 2.3673858;48.8593755;2.3673858
750010522;750010514;PHARMACIE DES HALLES;;;10;;BOULEVARD;DE SEBASTOPOL;;75;PARIS;75004;PARIS;142720323;142720816;2008-11-01;1949-05-27;2010-08-25;48.8591827, 2.3488081;48.8591827;2.3488081
750011843;750011835;M JULIEN FRANCOIS;;PHARMACIE FRANCOIS;33;;RUE;SAINT JACQUES;;75;PARIS;75005;PARIS;143549826;143549826;2010-03-29;1943-05-05;2011-07-21;48.8511423, 2.3458588;48.8511423;2.3458588
750011603;750011595;PHARMACIE PORT ROYAL BERTHOLLET;;;58;;BOULEVARD;DE PORT ROYAL;;75;PARIS;75005;PARIS;143315750;143315750;2006-10-01;1942-11-11;2010-08-25;48.8377087, 2.3460457;48.8377087;2.3460457
750011462;750011454;PHARMACIE DU MARCHE DES CARMES;;;7;;RUE;MONTAGNE STE GENEVIEVE;;75;PARIS;75005;PARIS;143540912;143540912;1991-03-01;1943-04-28;2008-11-25;48.84921881, 2.34876362;48.84921881000001;2.34876362
750010753;750010746;SARL PHARMACIE APPEL ET MURAZ;;;2;;RUE;CLAUDE BERNARD;;75;PARIS;75005;PARIS;143310699;143318187;2012-06-18;1942-11-11;2012-07-16;48.8388121, 2.350036;48.8388121;2.350036
750010860;750010845;MME MAIWENN LOIREAU;;PHARMACIE LOIREAU;6;;RUE;DES ECOLES;;75;PARIS;75005;PARIS;143268240;144073741;2011-05-02;1942-11-11;2011-07-22;48.8480432, 2.3510093;48.8480432;2.3510093
750013831;750013823;PHARM COTINAT;;;151;;RUE;DE GRENELLE;;75;PARIS;75007;PARIS;147054485;147053390;1995-01-11;1943-02-12;2009-07-03;48.8578654, 2.3074783;48.8578654;2.3074783
750013914;750013906;PHARMACIE DU 7EME;;SNC PHARMACIE ADLER MOUTOT;18;B;AVENUE;DE LA MOTTE PICQUET;;75;PARIS;75007;PARIS;145513182;145513182;2008-07-01;1942-10-30;2010-08-25;48.8563018, 2.308199;48.8563018;2.308199
750014011;750014003;PHARMACIE DE SAXE;;;2;;RUE;LEON VAUDOYER;;75;PARIS;75007;PARIS;147348051;147058779;2007-10-01;1942-11-11;2010-08-25;48.8484097, 2.3087196;48.8484097;2.3087196
750013492;750013484;PHARMACIE BAC MONTALEMBERT;;;41;;RUE;DU BAC;;75;PARIS;75007;PARIS;145488142;145447518;2005-11-01;1943-06-08;2009-10-12;48.8561283, 2.3260425;48.8561283;2.3260425
750014946;750014920;SELARL PHARMACIE TOUBOUL;;;71;;AVENUE;FRANKLIN D ROOSEVELT;;75;PARIS;75008;PARIS;143591746;143597979;2012-01-01;1942-10-30;2012-04-04;48.87271017, 2.31006324;48.87271017;2.31006324
750015026;750015000;EURL PHARMACIE AGOUDJIAN;;;116;;BOULEVARD;HAUSSMANN;;75;PARIS;75008;PARIS;145221235;145227860;2012-01-01;1943-06-01;2012-04-04;48.87485996, 2.31921092;48.874859959999995;2.31921092
750014730;750014722;PHARMACIE DE LA MADELEINE SNC;;;5;;RUE;CHAUVEAU LAGARDE;;75;PARIS;75008;PARIS;142653975;142650319;1997-06-24;1943-05-24;2009-01-09;48.87134761, 2.32363164;48.87134761000001;2.32363164
750014441;750014433;PHARMACIE D AMSTERDAM;;;21;;RUE;D AMSTERDAM;;75;PARIS;75008;PARIS;148744507;148745741;2001-06-28;1942-12-10;2008-12-18;48.87766421, 2.3269558;48.87766421;2.3269558
750015877;750015851;PHARMACIE EUROPEENNE PLACE CLICHY;PHARMACIE EUROPEENNE DE LA PLACE CLICHY;;6;;PL;DE CLICHY;;75;PARIS;75009;PARIS;148746518;142800018;2009-04-09;1943-06-30;2009-03-20;48.8834459, 2.3280185;48.8834459;2.3280185
750016792;750016784;PHARMACIE SAINT LAZARE;;;87;;RUE;SAINT LAZARE;;75;PARIS;75009;PARIS;148741111;148782687;2009-08-01;1943-09-11;2009-10-06;48.8758728, 2.3299227;48.8758728;2.3299227
750017014;750017006;PHARMACIE FONTAINE;;;30;;RUE;FONTAINE;;75;PARIS;75009;PARIS;148744899;148741144;1992-02-28;1942-12-10;2009-01-21;48.88239697, 2.33351322;48.88239697;2.3335132200000004
750016891;750016883;GRANDE PHARMACIE MASSE;;;1;;RUE;VICTOR MASSE;;75;PARIS;75009;PARIS;148783314;145260293;2009-07-15;1942-10-29;2009-08-12;48.8807769, 2.3384256;48.8807769;2.3384256
750015976;750015950;PHARMACIE DROUOT;;PHARMACIE DROUOT;19;;RUE;DROUOT;;75;PARIS;75009;PARIS;147700400;142461278;2011-05-09;1942-12-10;2013-03-05;48.8739328, 2.3406145;48.8739328;2.3406145
750016842;750016834;PHARM MIGNON;;;46;;RUE;DE TREVISE;;75;PARIS;75009;PARIS;147708641;147708641;1990-10-30;1943-07-26;2010-08-25;48.876072, 2.3456393;48.876072;2.3456393
750016727;750016701;PHARMACIE PARMAST LELLOUCHE;;;44;;RUE;DE ROCHECHOUART;;75;PARIS;75009;PARIS;148786615;140161089;1989-06-29;1943-09-03;2009-01-21;48.8795441, 2.3459798;48.8795441;2.3459798
750017824;750017816;PHARM KATY SARFATI;;;66;;RUE;D HAUTEVILLE;;75;PARIS;75010;PARIS;147702140;147702140;1991-09-26;1942-10-30;2010-08-25;48.87521535, 2.35088378;48.87521535;2.3508837800000006
750018210;750018202;PHARMACIE BERDAH;;;102;;RUE;DE MAUBEUGE;;75;PARIS;75010;PARIS;148780432;;2013-05-15;1943-06-24;2013-05-24;48.8803217, 2.3519447;48.8803217;2.3519447
750017527;750017501;SELARL PHIE 45 FBG ST DENIS;SELARL PHARMACIE 45 FAUBOURG SAINT DENIS;;45;;RUE;DU FBG SAINT DENIS;;75;PARIS;75010;PARIS;147703487;142461566;2012-07-01;1942-10-30;2012-11-19;48.87152463, 2.35358477;48.87152463;2.35358477
750018343;750018335;PHARMACIE DE LA SCALA;;;11;;BOULEVARD;DE STRASBOURG;;75;PARIS;75010;PARIS;145231214;147702058;1976-04-14;1942-11-11;2009-07-03;48.8701607, 2.3545088;48.8701607;2.3545088
750018392;750018384;PHARMACIE DU SOLEIL;;;75;;BOULEVARD;DE STRASBOURG;;75;PARIS;75010;PARIS;147703156;148245176;2010-02-01;1943-06-22;2011-04-20;48.8757681, 2.3578797;48.8757681;2.3578797
750017642;750017634;PHARMACIE PRINCIPALE;;;90;;RUE;DU FG ST MARTIN;;75;PARIS;75010;PARIS;142085308;142021736;2009-03-01;1942-10-30;2009-03-18;48.8728479, 2.3579427;48.8728479;2.3579427
750018442;750018434;PHARM BUI CHAMPENOIS THIEN NGOC PHUONG;;;31;;BOULEVARD;DE LA VILLETTE;;75;PARIS;75010;PARIS;142398964;;2000-12-28;1942-10-30;2010-08-25;48.8739638, 2.3745299;48.8739638;2.3745299
750018426;750018400;PHARM LELLOUCHE;;;23;;BOULEVARD;DE LA VILLETTE;;75;PARIS;75010;PARIS;142087834;;1987-06-25;1943-06-24;2010-08-25;48.8733098, 2.3752671;48.8733098;2.3752671
750019796;750019770;PHARMACIE REPUBLIQUE;;;9;;AVENUE;DE LA REPUBLIQUE;;75;PARIS;75011;PARIS;148052578;149299423;1997-08-29;1943-04-14;2010-08-25;48.86645794, 2.36826092;48.866457940000004;2.3682609200000004
750020653;750020646;SELARL PHARMACIE ROBERT;;;6;;BOULEVARD;RICHARD LENOIR;;75;PARIS;75011;PARIS;147004944;147004252;2012-03-06;1943-05-21;2012-07-17;48.85423243, 2.36995697;48.85423243;2.36995697
750018814;750018806;PHARMACIE DAVAL;;;18;;RUE;DAVAL;;75;PARIS;75011;PARIS;147003368;147004950;2006-08-28;1942-10-30;2008-12-03;48.85440275, 2.3713772;48.85440275000001;2.3713772000000004
750020174;750020166;PHARM BOTBOL;;;151;;RUE;SAINT MAUR;;75;PARIS;75011;PARIS;143571839;143571418;1999-06-08;1943-05-28;2008-12-17;48.86825847, 2.375057;48.86825847;2.3750569999999995
750019663;750019655;SELARL PHARMACIE GONCOURT;;;146;;AVENUE;PARMENTIER;;75;PARIS;75011;PARIS;143575555;143575555;2012-06-11;1943-06-10;2012-07-16;48.8591443, 2.3794671;48.8591443;2.3794671
750019614;750019606;PHARM DES CLINIQUES;;;97;;AVENUE;PARMENTIER;;75;PARIS;75011;PARIS;143147505;143147503;1999-07-23;1943-05-15;2008-12-03;48.8591443, 2.3794671;48.8591443;2.3794671
750019226;750019200;PHARMACIE CENTRALE DU 11ÈME;;;1;;PL;LEON BLUM;;75;PARIS;75011;PARIS;143796606;;2002-08-30;1942-10-30;2008-10-27;48.8576131, 2.3795036;48.8576131;2.3795036
750018624;750018616;PHARM LE QUOC;;;63;;RUE;DE CHARONNE;;75;PARIS;75011;PARIS;143579192;;1987-03-25;1943-05-19;2010-08-25;48.853503, 2.3798265;48.853503;2.3798265
750020513;750020505;PHARMACIE VOLTAIRE DUMAS;;;199;;BOULEVARD;VOLTAIRE;;75;PARIS;75011;PARIS;143710830;143710165;2007-12-20;1942-10-30;2008-12-03;48.8575917, 2.3805149;48.8575917;2.3805149
750018764;750018756;PHARM LABI;;;119;;RUE;DU CHEMIN VERT;;75;PARIS;75011;PARIS;147002354;;1991-09-26;1943-05-15;2008-12-03;48.861776, 2.3829878;48.861776;2.3829878
750019911;750019903;PHARMACIE PIPERNO;;;51;B;RUE;DE LA ROQUETTE;;75;PARIS;75011;PARIS;147009266;148061185;2005-04-01;1942-10-30;2007-01-23;48.8585346, 2.3836681;48.8585346;2.3836681
750021420;750021412;PHARMACIE DE LA PLACE;;;2;;RUE;ERARD;;75;PARIS;75012;PARIS;143433205;143432612;2009-09-07;1942-11-08;2009-09-23;48.844933, 2.3838312;48.844933;2.3838312
750020794;750020786;PHARM DANJOU;;;29;;RUE;CHALIGNY;;75;PARIS;75012;PARIS;143728024;143727202;1974-03-12;1942-12-10;2009-03-16;48.8498918, 2.3841506;48.8498918;2.3841506
750020844;750020836;PHARMACIE DES QUINZE VINGT;;;59;;RUE;DE CHARENTON;;75;PARIS;75012;PARIS;146060749;146060749;2003-06-15;1942-12-03;2009-07-03;48.8426009, 2.3859441;48.8426009;2.3859441
750021784;750021776;PHARMACIE DE LA PLACE DE LA NATION;;MME ROLANDE BENHAMOU;2;;PL;DE LA NATION;;75;PARIS;75012;PARIS;143434205;143437595;2001-06-28;1942-11-08;2009-02-10;48.847796, 2.3951686;48.847796;2.3951686
750022352;750022345;PHARMACIE AIT ISHA SERAFIM;;;37;;BOULEVARD;ARAGO;;75;PARIS;75013;PARIS;147071497;145354828;2013-05-01;1942-12-30;2013-05-24;48.83540131, 2.34742172;48.83540131000001;2.3474217200000003
750010142;750010134;PHARMACIE DE L HOTEL DE VILLE;;;4;;RUE;DU BOURG TIBOURG;;75;PARIS;75004;PARIS;148876092;148870906;2010-01-01;1943-05-15;2009-11-06;48.8567788, 2.3558116;48.8567788;2.3558116
750010340;750010316;PHARMACIE RAMBUTEAU;;;1;;RUE;RAMBUTEAU;;75;PARIS;75004;PARIS;142727559;142727559;2010-01-04;1943-05-27;2009-12-23;48.8601034, 2.3566031;48.8601034;2.3566031
750010654;750010621;PHARMACIE RIVOLI;;;2;;RUE;TIRON;13 RUE DE RIVOLI;75;PARIS;75004;PARIS;148876185;148876185;2006-09-04;1942-11-12;2008-11-25;48.8557182, 2.3579565;48.8557182;2.3579565
750010100;750010092;PHARMACIE CENTRALE DE LA BASTILLE;;;3;;BOULEVARD;BEAUMARCHAIS;;75;PARIS;75004;PARIS;142723831;148043773;2001-04-27;1943-05-05;2008-10-27;48.854051, 2.3686163;48.854051;2.3686163
750011686;750011660;PHARMACIE DU RER PORT ROYAL;;;100;;BOULEVARD;DE PORT ROYAL;;75;PARIS;75005;PARIS;143540970;143541859;2004-09-01;1943-04-16;2009-06-16;48.8396273, 2.337376;48.8396273;2.337376
750011504;750011496;PHARMACIE DU 5EME;;;89;;RUE;MOUFFETARD;;75;PARIS;75005;PARIS;143314144;147073543;2008-11-01;1943-05-27;2008-11-21;48.8416162, 2.3497131;48.8416162;2.3497131
750011751;750011744;PHARM DES DEUX RIVES;;;17;;BOULEVARD;SAINT GERMAIN;;75;PARIS;75005;PARIS;143547214;143546725;2000-05-12;1942-11-08;2007-07-11;48.8493431, 2.3534498;48.8493431;2.3534498
750013344;750013336;SELURL PHARMACIE VANEAU SEVRES;;PHARMACIE VANEAU SEVRES;109;;RUE;DE SÈVRES;;75;PARIS;75006;PARIS;145484558;142220924;2010-07-15;1943-05-15;2011-07-21;48.8482512, 2.3203933;48.8482512;2.3203933
750013161;750013153;PHARMACIE SAINT PLACIDE;;;58;;RUE;ST PLACIDE;;75;PARIS;75006;PARIS;145484043;145484177;2004-05-01;1942-11-12;2009-07-03;48.8473785, 2.3263024;48.8473785;2.3263024
750013427;750013401;PHARMACIE VAVIN;;;18;;RUE;VAVIN;;75;PARIS;75006;PARIS;143267007;146347075;2002-05-29;1942-11-11;2009-07-03;48.8439291, 2.3303671;48.8439291;2.3303671
750013245;750013237;LA PETITE PHARMACIE;;;60;;RUE;DE SEINE;;75;PARIS;75006;PARIS;143268923;143268923;1978-07-03;1943-05-15;2009-07-03;48.8535929, 2.3368828;48.8535929;2.3368828
750012940;750012932;PHARMACIE DE L ECOLE DE MEDECINE;;;1;;RUE;DE L ODEON;;75;PARIS;75006;PARIS;146340693;143262024;2009-01-05;1942-12-21;2009-01-14;48.85169945, 2.33868827;48.85169945;2.33868827
750013096;750013070;PHARMACIE ODEON;;;97;;BOULEVARD;SAINT GERMAIN;;75;PARIS;75006;PARIS;143260716;140510624;1985-08-16;1942-12-30;2009-03-13;48.8521108, 2.3391176;48.8521108;2.3391176
750014045;750014037;PHARMACIE DE LA TOUR EIFFEL;;;24;;RUE;DE MONTTESSUY;;75;PARIS;75007;PARIS;147051259;147056329;1992-12-21;1943-01-14;2009-07-03;48.8593786, 2.298096;48.8593786;2.298096
750014227;750014201;PHARM DU CHAMP DE MARS;;;124;;RUE;SAINT DOMINIQUE;;75;PARIS;75007;PARIS;147054930;147054930;1995-12-22;1942-10-30;2009-07-03;48.8579072, 2.3006755;48.8579072;2.3006755
